employee_id,employee_name,department,working_hours_per_day,sleep_hours,stress_level,meetings_per_day,work_mode,productivity_score,salary,leaves_taken,burnout_risk
EMP4460,Sandra Ramos,HR,7.2,4.0,7,12,Onsite,91,184929.0,17,High
EMP4607,Steven Young,IT,7.9,4.1,8,12,Remote,56,241485.0,27,Medium
EMP5221,Brian Williams,Marketing,12.0,3.7,7,1,Hybrid,44,103825.0,29,Medium
EMP2506,Karen Jones,IT,12.1,7.0,2,11,Hybrid,84,107525.0,28,Low
EMP2923,Thomas Martinez,Support,4.4,6.6,7,1,Remote,83,65578.0,30,Low
EMP1448,Jennifer Pennington,Sales,7.5,7.4,2,1,Hybrid,64,170847.0,12,Medium
EMP3627,Gwendolyn Greene,HR,10.6,8.5,1,4,Remote,69,30455.0,25,Medium
EMP3718,Betty Zimmerman,,6.5,3.1,4,10,Onsite,85,114228.0,5,Low
EMP3887,Amanda Carrillo,Operations,7.5,,8,8,Hybrid,78,146470.0,15,Medium
EMP3758,Stephanie Nixon,Marketing,11.2,5.2,9,3,Hybrid,86,86351.0,6,Medium
EMP1361,Stephen Burton,IT,9.4,6.5,5,10,Onsite,66,123349.0,14,Low
EMP3183,Charles Long,Marketing,10.6,5.1,9,12,Onsite,45,220523.0,27,High
EMP2134,Emily White MD,HR,8.9,6.1,4,8,Remote,good,209714.0,0,High
EMP5141,Richard Russell,Marketing,4.2,6.8,8,7,Remote,50,159085.0,24,Medium
EMP3155,Austin Willis,Sales,12.6,5.1,4,7,Onsite,95,199878.0,29,High
EMP2830,Cody Knight,Operations,,5.0,1,2,Onsite,95,188622.0,0,Low
EMP2053,John Medina,Finance,11.8,4.3,4,10,Onsite,65,54083.0,27,High
EMP3460,Tiffany Davila,Sales,14.5,8.9,6,9,Hybrid,79,70681.0,30,Medium
EMP1022,John Allen,IT,4.7,3.1,9,3,Onsite,77,82728.0,0,High
EMP3066,Marie Chapman,HR,15.0,7.5,2,10,Hybrid,65,59855.0,30,Low
EMP2653,Valerie Peterson,HR,13.1,3.4,3,8,Remote,59,40955.0,6,High
EMP3784,Ronnie Fisher,Operations,11.9,3.1,3,4,Hybrid,100,115425.0,26,High
EMP4463,Justin Martin,IT,,4.6,8,2,Hybrid,86,240674.0,0,Low
EMP4013,Kimberly Mueller,Marketing,15.0,4.5,6,4,Remote,100,211725.0,12,Low
EMP5219,David Ramsey,IT,13.1,5.0,9,2,Onsite,96,216040.0,23,Medium
EMP3468,,HR,5.4,5.3,5,1,Onsite,69,165833.0,8,Low
EMP3325,Abigail Rodgers,IT,12.1,4.4,8,8,Onsite,63,139731.0,29,Low
EMP1460,Alexander Moore,Marketing,8.4,8.5,1,3,Remote,63,153132.0,19,Medium
EMP2067,Susan Ford,Operations,9.0,5.8,7,9,Onsite,79,51549.0,10,Low
EMP1087,Melissa Armstrong,HR,9.4,7.8,2,4,Hybrid,54,131011.0,22,High
EMP2430,Steven Graham,Sales,14.1,6.9,7,7,Onsite,78,197745.0,5,High
EMP4229,Monica Carter,HR,5.5,3.8,3,4,Onsite,42,33259.0,10,Low
EMP1282,Jordan Aguirre,Marketing,9.8,,4,0,Onsite,88,30959.0,9,High
EMP3483,Michael Hill,Support,,3.3,6,3,Onsite,70,165241.0,24,High
EMP1462,Walter Sanchez,Operations,8.3,4.0,10,12,Remote,53,249686.0,7,High
EMP1212,Sabrina Martinez,Marketing,13.8,7.5,7,5,Hybrid,51,155076.0,22,High
EMP3588,Karen Graves,Finance,4.4,3.1,5,4,Hybrid,76,138465.0,27,Low
EMP3688,Mary Baker,HR,5.8,8.3,1,0,Hybrid,47,190418.0,24,Medium
EMP3581,Rebecca Duncan,Support,14.2,6.5,10,3,Hybrid,93,209991.0,30,Medium
EMP2368,Margaret Stephens,Finance,8.4,6.3,6,7,Onsite,79,37339.0,12,Medium
EMP1234,Melissa Adams,Finance,11.1,4.8,4,12,Hybrid,91,204566.0,12,Low
EMP4973,Monica Fletcher,HR,14.9,6.4,9,7,Remote,54,244823.0,27,Low
EMP1597,Derek Martin,IT,8.5,3.6,2,8,Onsite,58,114120.0,30,Medium
EMP5584,Kristina Pearson,HR,ten,4.5,7,9,Onsite,85,207391.0,5,Low
EMP3250,Stacey Benton,IT,8.6,5.9,4,11,Onsite,75,146421.0,11,Low
EMP5217,Alexander Smith,IT,12.9,7.3,7,10,Onsite,71,175412.0,17,Low
EMP3283,Roy Parker,IT,11.3,8.9,3,9,Onsite,58,123455.0,4,Low
EMP1662,Arthur Moses,Sales,11.3,8.3,3,12,Hybrid,51,169170.0,12,High
EMP5878,Brianna Dalton,Finance,9.3,7.8,6,3,Onsite,81,249691.0,0,Low
EMP3285,Lisa Sanders,Finance,11.2,7.8,4,11,Remote,82,174125.0,19,High
EMP5889,Jennifer Gonzalez,Marketing,11.8,4.6,8,12,Remote,44,213485.0,2,High
EMP5894,Chelsea Giles,Finance,9.1,5.5,2,9,Onsite,95,113690.0,4,Medium
EMP3692,Megan Gonzalez,it,7.6,5.1,10,6,Hybrid,95,150222.0,4,Low
EMP4702,Robert Thomas,Sales,4.9,7.7,10,11,Remote,76,51228.0,19,Medium
EMP1779,Nicole Ochoa,Sales,12.5,4.4,8,11,Onsite,80,68852.0,6,Medium
EMP4965,Craig Daniels,IT,8.3,3.1,3,3,Onsite,60,,9,Low
EMP5354,Dr. Kim Monroe,HR,8.9,7.3,3,0,Remote,80,148899.0,10,High
EMP2073,,HR,6.6,7.9,9,0,Onsite,67,115129.0,6,Low
EMP5759,Dan Rodriguez,IT,6.7,5.7,1,12,Onsite,57,217218.0,18,High
EMP5265,Robert Small Jr.,Operations,10.3,6.2,4,2,Onsite,75,177980.0,11,Low
EMP1915,,Sales,6.2,5.4,10,8,Remote,69,201045.0,24,Low
EMP1685,Kyle Ramirez,IT,4.7,4.2,10,4,Remote,43,146886.0,20,Medium
EMP2338,,HR,4.3,7.7,9,11,Onsite,78,108223.0,10,Medium
EMP3970,Thomas Campbell,Marketing,8.1,6.1,10,9,Hybrid,42,40678.0,4,High
EMP4705,Nicholas Glover,Operations,6.0,7.6,4,8,Onsite,89,193845.0,10,Medium
EMP3171,Peter Weaver,Marketing,8.8,4.6,9,6,Onsite,76,124168.0,11,Low
EMP5580,Christine Rogers,Operations,14.7,4.9,9,4,Remote,90,156805.0,28,Low
EMP2850,George Howard,Marketing,13.6,5.8,3,2,Remote,87,221752.0,12,Low
EMP1487,Laura Perry,Operations,6.8,6.2,1,9,Remote,43,198531.0,3,Low
EMP2688,Dr. Jared Brown MD,HR,12.6,6.2,2,5,Onsite,95,107663.0,29,Low
EMP3230,Michelle Bradley,Finance,13.3,6.1,4,12,Remote,67,142264.0,27,Low
EMP5644,Michelle Jackson,Marketing,11.3,8.8,5,3,Hybrid,81,106628.0,21,Low
EMP3320,James Lynch,Support,10.9,7.0,5,1,Remote,94,168064.0,30,Low
EMP1782,Kristin Johnson,,5.6,8.2,1,4,Onsite,99,234009.0,14,Medium
EMP1521,Felicia Wagner,Sales,11.6,8.5,3,11,Onsite,81,71612.0,16,High
EMP1522,Evan Stark,Operations,7.5,3.7,6,8,Onsite,70,177779.0,18,Medium
EMP5179,Madison Webb,Support,8.6,4.5,4,4,Hybrid,53,246349.0,0,Medium
EMP5177,Jennifer Hernandez,Operations,14.9,4.5,8,0,Onsite,41,154276.0,3,Medium
EMP3398,Alice Gordon,IT,5.3,7.9,1,2,Remote,54,71066.0,28,Low
EMP3207,Todd Lin,Sales,11.6,6.0,5,10,Hybrid,48,103154.0,28,High
EMP4751,Michelle Nguyen,Support,14.9,7.0,8,6,Hybrid,46,167465.0,7,Medium
EMP4830,Joshua Villa,Support,14.2,6.9,5,2,Hybrid,58,148443.0,18,Low
EMP5476,Sarah King,Sales,14.8,3.2,6,12,Remote,88,169668.0,6,Low
EMP4038,Maria Martin,Sales,14.6,3.9,6,9,Onsite,87,244106.0,18,Low
EMP2511,Jeffery Fox,HR,11.8,3.2,5,9,Onsite,64,190419.0,18,Medium
EMP2882,Christopher Hansen,Marketing,4.1,7.2,10,5,Remote,72,,5,Low
EMP1651,Suzanne Clark MD,Marketing,13.0,6.2,8,0,Onsite,89,192254.0,16,Low
EMP4001,Kathryn Reid,Sales,4.8,6.2,7,9,Hybrid,83,54447.0,23,Low
EMP4333,Mark Johnson,Marketing,12.0,8.9,3,11,Onsite,54,46717.0,30,High
EMP1369,Mrs. Sydney Peters MD,Sales,,7.2,1,3,Remote,70,,4,High
EMP4138,Angela Baldwin,HR,12.9,4.6,4,8,Remote,81,132796.0,1,High
EMP1118,Timothy Nunez,Operations,7.5,5.8,7,6,Remote,82,,26,Medium
EMP4580,Charlotte Kelly,IT,7.6,4.6,2,12,Remote,75,162110.0,6,High
EMP4274,Shannon Huff,Support,,3.8,2,9,Remote,83,106117.0,29,Low
EMP3216,Jasmine Mccann,IT,8.2,6.7,8,9,Remote,42,33030.0,21,Medium
EMP4819,Anna Allen,Sales,10.0,7.3,3,3,Hybrid,54,209819.0,4,Low
EMP2613,Brian Brown,,7.5,4.3,1,11,Hybrid,60,82948.0,2,High
EMP4137,Jason Williams,IT,13.5,7.4,8,0,Onsite,55,132009.0,6,Medium
EMP1962,Dwayne Hartman,Operations,4.3,5.8,8,7,Remote,80,95600.0,19,Medium
EMP3510,Jennifer Smith,IT,11.9,8.8,5,7,Hybrid,51,120848.0,21,High
EMP4825,David Barnett,Marketing,4.8,4.8,10,12,Remote,98,148162.0,23,High
EMP4039,Katherine Graham,Finance,10.5,6.1,4,3,Onsite,69,35568.0,6,Low
EMP4716,Andrew Sullivan,Support,13.5,6.2,6,5,Onsite,75,29627.0,26,High
EMP4271,Cynthia Frazier,Marketing,6.9,3.9,1,3,Remote,60,76768.0,2,High
EMP3415,Bryan Hernandez,Finance,5.4,8.7,3,6,Hybrid,96,208905.0,24,High
EMP5824,Carlos Riley,Marketing,12.0,5.5,8,7,Hybrid,96,111692.0,9,High
EMP5392,Connor Adams,Marketing,11.3,3.2,8,9,Onsite,100,175023.0,12,Low
EMP3185,Denise Good,HR,4.3,8.6,9,4,Hybrid,44,76188.0,6,Low
EMP5538,Victoria Mccarthy,Operations,6.7,6.9,8,9,Hybrid,53,123511.0,9,Low
EMP3567,Amanda Greene,Operations,7.4,3.2,9,10,Hybrid,86,230950.0,18,Low
EMP3037,Brittany Parker,Operations,5.8,3.6,5,4,Remote,74,206287.0,17,Low
EMP5419,Christine Logan,Sales,12.8,3.7,10,5,Hybrid,47,127692.0,9,High
EMP1772,Tara Frazier,Finance,9.2,6.1,8,9,Hybrid,86,111904.0,13,Medium
EMP2284,Jasmine Green,Marketing,10.0,6.2,8,8,Remote,74,240326.0,7,High
EMP5770,Mr. Mark Park DDS,IT,6.9,7.4,8,10,Hybrid,84,124580.0,12,Medium
EMP5926,Joseph Spears,IT,4.9,6.5,2,1,Remote,97,68172.0,10,High
EMP3587,Kimberly Sanders,Sales,7.8,4.7,7,5,Remote,61,148893.0,25,Low
EMP5742,Tara Brooks,Operations,11.4,7.2,10,8,Hybrid,87,243615.0,27,High
EMP2414,Patricia Hansen,HR,10.0,6.4,5,0,Hybrid,88,246539.0,12,High
EMP2234,Steven Crawford,Support,6.5,5.4,5,5,Hybrid,67,72757.0,17,Low
EMP3905,Barry Brown,Finance,13.5,6.3,5,5,Onsite,53,179170.0,15,High
EMP1435,Scott Petersen,IT,ten,8.9,6,9,Hybrid,79,151546.0,22,High
EMP2674,Jermaine Reynolds,it,13.1,8.2,10,4,Hybrid,76,77427.0,17,Low
EMP1365,Pamela Combs MD,Marketing,13.8,7.6,1,1,Remote,80,230491.0,26,Low
EMP3850,Anne Shelton,Support,14.4,3.6,1,8,Onsite,84,159213.0,3,Medium
EMP1231,Timothy Cline,Operations,11.1,6.6,10,2,Onsite,50,197682.0,19,Medium
EMP5425,Matthew Glass,IT,14.4,8.6,10,2,Remote,55,213423.0,12,High
EMP1147,Raymond Gates,IT,13.4,3.9,3,8,Onsite,56,234325.0,5,Low
EMP5562,Caitlin Pitts,Support,7.5,5.4,3,8,Hybrid,91,218473.0,23,Medium
EMP4066,Heidi Harris,HR,6.0,5.0,10,6,Remote,99,25727.0,11,Low
EMP1407,Kimberly Hester,IT,10.1,3.6,2,12,Remote,90,61645.0,3,Low
EMP3090,Justin Lambert,Finance,9.5,4.4,10,4,Hybrid,40,136963.0,22,Medium
EMP1086,Jose Hall,Marketing,4.9,7.3,8,8,Onsite,88,87999.0,22,High
EMP1844,Scott Gonzalez,HR,13.6,6.1,1,4,Hybrid,66,203887.0,17,Medium
EMP2031,Eric Aguilar,HR,5.3,8.6,3,0,Onsite,57,231243.0,6,High
EMP4849,,,13.8,4.5,8,3,Onsite,57,114230.0,7,Low
EMP4454,Todd Roman,Finance,4.5,5.3,8,12,Hybrid,53,119866.0,20,Medium
EMP5610,Christopher Duarte,it,11.3,7.5,8,10,Hybrid,85,136832.0,22,Medium
EMP5613,Michelle Hudson,HR,13.4,3.1,10,11,Hybrid,95,154249.0,30,Medium
EMP3628,Robert Miles,Support,10.8,5.3,9,10,Hybrid,62,43709.0,19,Low
EMP3860,Michele Smith,HR,13.1,5.3,1,7,Hybrid,99,27528.0,6,Low
EMP1855,Todd Perkins,Finance,11.6,7.4,1,2,Remote,83,169430.0,3,Medium
EMP1078,Darren Grant,IT,4.3,4.9,7,6,Onsite,100,212436.0,6,High
EMP3247,Brent Harmon,Sales,14.4,3.4,4,12,Remote,92,70317.0,22,High
EMP5970,Jennifer Avery,Support,10.3,5.2,4,0,Remote,74,187075.0,23,Low
EMP4945,Howard Eaton,IT,10.9,6.1,3,1,Onsite,94,85552.0,0,High
EMP4319,Luke Mathews,Finance,5.9,6.0,7,0,Hybrid,50,97758.0,5,Low
EMP4133,Franklin Green,Finance,9.8,5.0,7,12,Onsite,73,249352.0,4,Low
EMP3279,Rachel Huffman,IT,12.4,8.6,4,9,Hybrid,87,216281.0,6,High
EMP4626,Vincent Burton,Marketing,13.6,6.2,7,0,REMOTE,59,152022.0,9,Low
EMP5313,Joseph Gonzalez,IT,12.6,8.2,10,9,Remote,99,83104.0,6,Medium
EMP5135,Carla Hinton,HR,10.8,8.6,10,9,Hybrid,83,245690.0,8,Medium
EMP4698,Vincent Young,Operations,13.7,8.7,6,11,Onsite,96,247767.0,25,Low
EMP3176,Maria Lee,Support,8.8,5.3,7,1,Hybrid,43,55614.0,26,High
EMP1424,James Schmidt,Finance,8.1,8.7,7,9,Remote,46,113227.0,9,Low
EMP1392,Stephanie Palmer,Finance,7.5,5.5,6,4,Remote,92,45417.0,18,High
EMP5899,Victoria Christian,Support,11.1,,5,8,Remote,76,170654.0,15,Medium
EMP4685,Lisa Crane,Sales,12.6,5.6,2,9,Hybrid,65,140500.0,16,Low
EMP1104,Barbara Lester,Operations,4.3,4.4,10,9,Hybrid,100,30438.0,24,High
EMP3672,Stephanie Powers,Sales,8.5,,5,1,Hybrid,good,139785.0,18,Medium
EMP4238,Bryan Howard,IT,6.0,5.8,4,5,Hybrid,65,243848.0,24,High
EMP4555,Timothy Kennedy,IT,7.6,8.7,2,6,Remote,65,158227.0,2,Low
EMP4384,Annette Ray,Sales,14.7,6.2,6,3,Remote,56,118464.0,20,High
EMP2744,,Operations,12.1,8.0,4,5,Remote,93,105172.0,3,High
EMP2948,Shawn Jordan,Marketing,11.6,5.2,9,8,Onsite,60,78599.0,25,High
EMP2459,Elizabeth Carroll,Sales,9.3,3.5,3,8,Remote,54,104937.0,23,Low
EMP4515,Michael Anderson,Marketing,10.8,5.1,7,1,Hybrid,78,73775.0,14,Low
EMP4326,Timothy Roberts,HR,13.0,7.5,4,1,Onsite,93,85457.0,18,Low
EMP5305,Calvin Hodge,Sales,14.5,8.1,6,0,Hybrid,71,209023.0,3,Low
EMP5965,Kevin Fisher,Marketing,12.0,7.1,2,0,Hybrid,77,87991.0,29,High
EMP2587,Jonathan Yang,Sales,6.6,4.2,2,11,Hybrid,55,65406.0,21,Low
EMP5792,Laura Berry,HR,5.5,6.2,6,1,Hybrid,71,179626.0,14,Medium
EMP2731,Natasha Garcia,Marketing,10.6,6.6,6,3,Onsite,95,247813.0,21,Medium
EMP5940,Bradley Davis,,4.3,3.8,6,12,Onsite,75,190851.0,13,Medium
EMP5005,Edward Arias,IT,14.0,3.2,2,5,Remote,82,69010.0,5,Low
EMP4971,Susan Owens,IT,12.0,,4,0,Hybrid,90,28778.0,17,Medium
EMP2791,Sonia Davis,Operations,7.1,8.4,8,4,Hybrid,78,27734.0,20,Low
EMP3355,Connie Mendoza,Operations,13.8,3.3,2,1,Onsite,70,45606.0,13,Low
EMP2940,Jose Walker,Support,10.6,5.5,9,1,Onsite,85,228698.0,4,Low
EMP1702,Peggy Sanders,Sales,7.6,5.7,4,6,Onsite,65,228480.0,1,Medium
EMP3442,Patrick Ingram,HR,6.4,7.3,5,4,Onsite,99,167066.0,16,Medium
EMP4970,Jennifer Holmes,Finance,14.6,5.4,8,6,Onsite,46,52108.0,5,Medium
EMP1496,Amber Brown,Operations,5.3,8.1,1,0,Remote,94,61279.0,21,Medium
EMP1464,Logan Bennett,Finance,9.2,3.8,3,9,Onsite,91,27218.0,7,Medium
EMP3892,James Cooper,IT,5.8,7.7,3,9,Hybrid,96,167395.0,11,Medium
EMP5701,Crystal Acevedo,IT,13.5,4.5,6,11,Remote,52,183086.0,13,Medium
EMP1172,John Bradford,Support,5.3,3.1,6,2,Onsite,91,187037.0,14,Medium
EMP5958,Mindy Henderson,Marketing,9.6,3.8,7,12,Remote,55,78606.0,8,Low
EMP5972,Robert Lopez,Finance,9.7,5.0,1,7,Remote,41,62553.0,12,Medium
EMP3540,Cory Waters,HR,11.6,8.0,4,12,Hybrid,62,84113.0,4,Medium
EMP4520,Taylor Myers MD,Finance,14.2,7.6,5,10,Hybrid,64,43047.0,9,Medium
EMP4318,Mrs. Morgan Adams,Sales,5.2,6.2,6,7,Remote,58,246733.0,30,Medium
EMP3260,Daniel Kelly,Operations,7.5,8.6,5,6,Hybrid,47,153215.0,23,High
EMP3112,Michael Burns,Finance,9.2,5.9,2,2,Onsite,51,241100.0,24,High
EMP1900,Heather Thompson,Support,4.2,7.6,7,1,Hybrid,64,142995.0,10,Medium
EMP2446,Jessica Garcia,Sales,13.0,5.0,1,3,Onsite,71,44113.0,25,High
EMP4855,James Smith,IT,13.8,7.9,5,5,Onsite,65,105097.0,2,High
EMP3697,Tamara Rodriguez,Support,7.2,7.4,4,1,Onsite,50,208898.0,26,Low
EMP5827,Anna Robinson,IT,11.1,8.8,7,8,Hybrid,58,240564.0,24,Medium
EMP1741,Mr. James Booker,HR,7.0,4.9,8,10,Hybrid,47,96474.0,4,Low
EMP3293,Brenda Bridges,Marketing,14.0,5.4,8,9,Hybrid,98,226434.0,20,Medium
EMP3452,Ashley Mendez,Support,7.9,8.8,1,2,Onsite,95,134492.0,24,Low
EMP3822,Penny Booker,HR,7.3,8.0,1,1,Remote,79,48098.0,10,Medium
EMP5238,Kimberly Alexander,Finance,5.8,3.6,10,4,Remote,71,149945.0,18,Low
EMP2206,Brandon Adams,Finance,9.9,3.8,8,11,Onsite,60,162013.0,29,High
EMP1509,Kimberly Harris,HR,13.1,7.8,10,10,Onsite,59,158257.0,17,High
EMP5308,Mr. Jackson Burnett,Finance,9.3,7.1,8,7,Hybrid,63,161878.0,17,Low
EMP3820,Tammy Martin,Support,4.1,7.4,7,12,Onsite,60,83822.0,30,Medium
EMP4209,Janet Robinson,Sales,12.6,5.1,7,9,Remote,80,112780.0,11,High
EMP4573,Cindy Bowen,HR,8.5,4.2,5,10,Remote,73,166242.0,19,Medium
EMP2549,Jessica Jordan,Sales,10.5,7.6,6,9,Hybrid,89,248713.0,18,High
EMP4525,Erik Nelson,IT,14.2,4.3,9,8,Hybrid,89,85640.0,0,High
EMP3202,Kara Jackson,Sales,12.6,6.2,8,1,Remote,83,94444.0,12,High
EMP3566,John Bailey,Operations,10.3,8.5,5,3,Hybrid,47,182972.0,2,Medium
EMP3883,Craig Atkins,Sales,13.9,7.2,5,8,Onsite,98,162184.0,12,Low
EMP3044,Jane Dalton,IT,5.8,6.7,8,12,Onsite,77,221014.0,22,Low
EMP1767,Dustin Reyes,Operations,7.9,4.1,10,0,Remote,76,155588.0,27,High
EMP5615,,Marketing,12.9,8.9,10,10,Hybrid,53,180589.0,5,High
EMP5034,Diamond Pratt,Support,14.2,6.6,3,7,Remote,83,216999.0,24,Medium
EMP1421,Anna Taylor,IT,7.4,5.9,2,0,Onsite,54,182722.0,7,Medium
EMP1123,Terry White,Operations,,9.0,2,6,Remote,46,224326.0,20,Medium
EMP5316,Mary Alexander,Marketing,9.6,6.6,2,0,Onsite,96,177745.0,22,Low
EMP4213,Loretta Holmes,Finance,8.4,3.8,9,8,Hybrid,54,175120.0,0,Low
EMP1819,Alexander Willis,Support,8.0,4.3,5,5,Hybrid,79,236066.0,28,Low
EMP2403,Michelle Alvarado,Marketing,11.3,4.8,5,1,Remote,91,102260.0,0,Low
EMP2382,Eric Davis,Finance,13.8,4.1,1,7,Hybrid,82,164168.0,14,Low
EMP3148,David Welch,Operations,9.4,5.4,7,12,Remote,87,37152.0,16,Low
EMP2575,Kenneth Gonzalez,Marketing,14.4,6.5,3,8,Hybrid,76,80223.0,22,High
EMP2638,Johnny Ellis,Support,5.1,6.9,2,7,Remote,97,210881.0,15,Medium
EMP2795,Brandon Jones,IT,,4.2,9,0,Remote,70,150519.0,3,Low
EMP5991,Stephanie Guzman,Operations,9.4,4.7,3,11,Remote,72,211549.0,29,Low
EMP5618,Margaret Spencer,Operations,6.1,7.0,3,12,Hybrid,93,145434.0,17,High
EMP1399,Michelle Allen,Operations,4.5,4.4,9,6,Remote,84,122646.0,14,High
EMP3310,Kyle Wolf,Operations,10.2,7.2,5,9,Onsite,40,107587.0,7,Low
EMP1882,Kaitlin Peterson,IT,14.1,4.2,4,2,Remote,82,117152.0,0,High
EMP5673,Tyler Scott,Support,8.7,6.2,10,7,Onsite,82,92205.0,19,Low
EMP3323,,IT,10.5,4.7,9,0,Onsite,92,240049.0,27,Medium
EMP2352,Rebecca Walsh,Finance,9.6,3.9,6,1,Remote,97,81874.0,0,Low
EMP3954,Dustin Pearson,Marketing,9.1,5.8,7,8,Remote,63,149940.0,30,Medium
EMP5716,Carrie Wade,Support,,4.0,9,11,Hybrid,100,60345.0,14,Medium
EMP3130,Crystal Arnold,Sales,14.1,3.1,4,11,Onsite,46,121566.0,7,High
EMP1982,Melissa Weber,Marketing,8.6,3.7,3,11,Hybrid,84,141723.0,30,Low
EMP1456,Jennifer Brooks,Operations,8.6,6.9,4,7,Hybrid,53,240998.0,13,High
EMP4806,Pam Lambert,Sales,5.3,3.1,4,12,Remote,good,167056.0,17,Medium
EMP2079,Stacy Cook,HR,10.4,7.6,1,0,Remote,52,76858.0,9,Medium
EMP2950,Christopher Mitchell,,6.0,6.9,8,5,Hybrid,55,127663.0,15,High
EMP5472,Michele Vega,IT,4.3,5.5,1,4,Hybrid,52,45829.0,15,Medium
EMP1689,Carolyn Hudson,Sales,12.2,3.1,6,5,Hybrid,80,104253.0,7,Low
EMP3429,Jeff Lewis,IT,9.3,3.4,6,8,Remote,81,207980.0,24,Low
EMP1641,Anthony Rodriguez,Operations,9.1,7.6,9,10,Hybrid,53,148948.0,12,Medium
EMP3392,Elizabeth Davidson,it,14.9,4.9,10,11,Hybrid,48,244548.0,15,Medium
EMP3825,Kristen Ortega,Marketing,12.2,3.8,8,10,Remote,100,73043.0,12,High
EMP2953,Vincent Hanna,IT,10.2,4.2,1,6,Hybrid,80,153335.0,19,Medium
EMP3960,Megan Winters,Operations,12.4,3.1,6,4,Remote,89,165526.0,11,Medium
EMP5328,Anna George,Operations,5.5,8.9,7,1,Hybrid,70,101937.0,21,High
EMP4706,Erica Baker,,7.0,5.7,6,6,Hybrid,89,108686.0,18,Low
EMP3710,Nathan Young,Support,7.9,4.0,9,7,Onsite,52,27527.0,9,Medium
EMP4984,Chelsea Anthony,Marketing,4.3,6.6,7,11,Hybrid,65,82963.0,3,High
EMP5942,Gabriel Lopez MD,IT,4.2,,2,12,Onsite,50,,1,Medium
EMP4357,Kendra Moore,it,10.8,6.5,4,4,Remote,83,95592.0,27,Low
EMP2884,Ryan Williams,Finance,13.2,7.5,5,5,Hybrid,52,110736.0,28,Low
EMP5418,Jason Turner,Marketing,13.0,3.4,2,0,Remote,51,189701.0,15,Medium
EMP1389,Austin Perry,HR,5.8,3.9,2,9,Onsite,83,214472.0,3,High
EMP3494,Derek Strickland,Sales,11.9,6.6,8,7,Remote,69,118286.0,12,High
EMP4364,Anna Gordon,HR,8.5,4.3,3,12,Remote,91,161372.0,13,Low
EMP4114,Stacy Alexander,,5.1,8.6,10,11,Onsite,89,174614.0,21,High
EMP1845,Christopher Brown,Support,8.6,7.4,1,4,Remote,52,41501.0,0,High
EMP1542,Chloe Massey,Operations,13.2,,7,10,Remote,92,43905.0,23,Low
EMP1091,Kelly Norris,Finance,10.6,8.9,4,4,Remote,54,119602.0,5,High
EMP5876,Chelsea Thornton,Marketing,14.5,3.0,6,1,Hybrid,61,74493.0,16,Low
EMP2979,Courtney Miller MD,Sales,9.1,5.7,2,11,Remote,55,67490.0,20,Low
EMP5011,David Sanchez,Support,9.7,5.9,9,8,Remote,83,117475.0,28,High
EMP5241,Lawrence Herrera,Sales,7.8,8.7,6,7,Onsite,54,,0,Low
EMP4126,Steven Scott,IT,7.4,7.5,10,9,Onsite,74,96045.0,12,Medium
EMP3529,Ronald Watkins,Finance,14.0,5.8,3,9,Hybrid,67,129937.0,21,Low
EMP2676,Erik Smith,Operations,12.5,3.4,6,5,Remote,97,227559.0,14,Low
EMP2048,Jonathan Spencer,Support,11.4,5.5,8,12,Onsite,65,166067.0,2,High
EMP2960,Paul Johnson,HR,5.1,8.1,4,3,Remote,69,184804.0,5,Medium
EMP3530,Jamie Campbell,Support,,3.0,5,0,Onsite,81,241901.0,1,High
EMP4901,Jacob Tate,Operations,8.0,4.4,2,1,Remote,98,164726.0,1,Medium
EMP1237,Jamie Mendez,IT,7.5,,5,7,Hybrid,55,61930.0,3,Medium
EMP4196,Crystal Davis,Sales,9.3,7.2,1,11,Remote,77,91884.0,26,High
EMP1642,,Operations,5.7,7.4,9,8,Hybrid,47,91404.0,15,Low
EMP2133,Erin Clark,IT,11.0,8.3,6,10,Onsite,70,42698.0,10,High
EMP3880,Kevin Wilson,Support,11.2,5.3,4,2,Onsite,70,42720.0,27,Low
EMP2805,Joshua Woods,Sales,,6.7,8,11,Hybrid,55,204013.0,15,Medium
EMP5296,Tony Cox,Sales,7.5,6.6,4,3,Hybrid,63,59346.0,27,High
EMP1163,Christopher Randall,IT,6.0,3.9,7,1,Remote,49,219240.0,20,High
EMP4767,Edwin Mitchell,IT,6.4,7.1,6,1,Hybrid,41,67709.0,23,Low
EMP5934,Travis Rodriguez,Sales,9.7,8.6,6,11,Hybrid,78,fifty thousand,27,Medium
EMP5882,Benjamin Ryan,IT,9.0,6.0,1,8,Onsite,81,215336.0,7,Medium
EMP4605,Sara Baker,Finance,4.5,6.7,9,9,Hybrid,71,238311.0,15,Medium
EMP4724,Scott Ellis,Sales,6.1,7.9,2,0,Onsite,44,145616.0,11,Low
EMP5166,Stacey Peterson,Marketing,8.4,3.3,5,11,Remote,96,207392.0,2,Low
EMP4922,Daniel Gray,Marketing,13.9,4.5,2,0,Remote,43,144536.0,25,Low
EMP3001,Thomas Hayes,IT,8.8,4.6,9,4,Onsite,71,214864.0,12,Medium
EMP2811,Eric Schwartz,Support,6.7,7.3,10,3,Onsite,100,216183.0,21,Medium
EMP4649,David Hawkins,Support,14.8,5.3,10,1,Onsite,41,40433.0,28,High
